ds,yhat,yhat_lower,yhat_upper
2005-05-24,12.595302136158598,7.432482901499427,17.769291544067677
2005-05-25,12.921849369964143,7.742676595949867,18.05297813838098
2005-05-26,13.130006203101079,8.088054863251914,18.29385912041835
2005-05-27,13.174453537301115,7.761452274873168,18.184598762556327
2005-05-28,13.251092914700887,8.409955261174002,18.492788180430257
2005-05-29,13.400585811653713,8.328757997665898,18.856246292202453
2005-05-30,13.588312995549103,8.179079455687898,18.587905622323188
2005-05-31,13.958589419219994,8.43317993647442,19.085832316854678
2005-06-01,14.249037002659309,9.486423926439134,19.4682361546256
2005-06-02,14.421159113898685,9.314665713183023,19.62280707354363
2005-06-03,14.43072220809872,8.846054383244416,19.2465455122542
2005-06-04,14.474651968189182,9.15338956447737,19.72592586113293
2005-06-05,14.594541413646487,9.529068884424452,19.53073608576931
2005-06-06,14.756581977418524,9.561538796098839,20.13004035539752
2005-06-07,15.105753849593054,9.985790317419532,20.233391620755206
2005-06-08,15.380178648780703,10.316847371258486,20.10507578342855
2005-06-09,15.541678811133039,10.38328525916337,20.631551027175334
2005-06-10,15.546149584409303,10.434574270495112,20.86835774396754
2005-06-11,15.590451237101917,10.67404212094852,20.904025186703432
2005-06-12,15.715919046945906,10.206648909565082,20.64654897895644
2005-06-13,15.88830199539367,10.958258732343786,20.934691667507174
2005-06-14,16.251966224831712,11.302817601949526,21.450356647514337
2005-06-15,16.54426591705751,11.2771543294173,21.87639810403376
2005-06-16,16.72612543223602,11.64142065430223,22.06923667744466
2005-06-17,16.752437913546224,11.702761277655938,22.262879834718156
2005-06-18,16.818987174312994,11.894233001356088,22.38492308388248
2005-06-19,16.965989551472305,11.656635188161713,21.91483521553694
2005-06-20,17.15806571031962,11.78392794629104,22.38150020930887
2005-06-21,17.538477482446975,12.631360286783508,22.70121563417324
2005-06-22,17.843531415987282,12.67234521018405,22.8601631912862
2005-06-23,18.033191922200505,13.034483710276332,23.26838481393435
2005-06-24,18.061508320568546,13.120916139866242,23.302623645927486
2005-06-25,18.123561774575702,12.892315684741943,23.279685341534897
2005-06-26,18.259028079673637,12.739491269227884,23.466146341774603
2005-06-27,18.43216568908349,13.121604578248272,23.326345355581537
2005-06-28,18.786063600128305,13.585439209574673,24.088515701061873
2005-06-29,19.057050473990614,14.21955292856432,23.887663254030336
2005-06-30,19.20530772797382,13.74085283621544,24.278060632412924
2005-07-01,19.185290922327788,14.246825132492116,24.64032267364971
2005-07-02,19.192665617225774,14.050244846097916,24.632385360817533
2005-07-03,19.267854002216243,14.231248287289748,24.335223061843227
2005-07-04,19.376002171317026,13.9012862144586,24.18525679979807
2005-07-05,19.661203285712027,14.634996336283841,24.80540403762387
2005-07-06,19.860878729149654,14.352697624259434,25.055545075778866
2005-07-07,19.93636081829966,14.997394959168181,25.319858552114294
2005-07-08,19.84328227968935,14.876954909552694,25.1198392840937
2005-07-09,19.778479598360164,14.747929084449096,24.962546898535866
2005-07-10,19.783507482665765,14.726405646292205,24.776386357851838
2005-07-11,19.82457524535608,14.632287824925923,25.137944463640682
2005-07-12,20.04674122767042,14.602529128976286,24.98773351271306
2005-07-13,20.18826818840196,15.223759771776802,25.11336709309791
2005-07-14,20.211183945580938,15.52734644417711,25.288686061038632
2005-07-15,20.071653095572,14.602154104736618,25.055766334047117
2005-07-16,19.966867398395088,14.966860856252731,24.84492142892508
2005-07-17,19.938552414383693,14.579368715319792,25.232497969097658
2005-07-18,19.952901381002064,15.117302542431545,25.025071332884266
2005-07-19,20.154772488561377,14.905663671532922,25.18574672003243
2005-07-20,20.282052352253427,15.017757671381514,25.484936736573818
2005-07-21,20.296229691714146,15.00669800046899,25.130360013335228
2005-07-22,20.152784623752908,15.062958441501877,25.507420712763107
2005-07-23,20.048100608431504,14.676401808563389,25.49453464737174
2005-07-24,20.022995972610733,14.761049217312873,25.344853064996663
2005-07-25,20.042685246632953,14.677143938967331,25.536396092000956
2005-07-26,20.251005650462996,15.253789956438252,25.306313723686404
2005-07-27,20.38481065974411,15.157645467439966,25.659410021715882
2005-07-28,20.404573777427295,15.048063045653784,25.873814961798818
2005-07-29,20.26480703871268,15.208004929536836,25.073631492291724
2005-07-30,20.161000445160965,14.877346754226041,25.351169937186295
2005-07-31,20.13317846603268,15.117732859108676,25.489762899530668
2005-08-01,20.14588313753878,14.62164001752016,25.903270462170124
2005-08-02,20.34241849264317,14.893645451369212,25.679673299364485
2005-08-03,20.45925776659021,15.26767471480122,25.568969243955504
2005-08-04,20.456656150333316,15.442848569035183,25.55760780543883
2005-08-05,20.289073407339316,15.250854387632314,25.453867994522778
2005-08-06,20.152112483696982,14.972572558337575,25.393316809133747
2005-08-07,20.086070330697318,15.01104061866098,25.28804747517225
2005-08-08,20.055910695036303,14.991041023162815,25.21450228278778
2005-08-09,20.20549396914442,15.028280842779225,25.09451281492184
2005-08-10,20.271966030146714,15.045692970827675,25.441005848592148
2005-08-11,20.21634943083511,14.978568275222774,24.981736025948805
2005-08-12,19.993941938591604,14.802515223211525,25.325984152923503
2005-08-13,19.801229300631498,14.493107856874259,25.21222715303418
2005-08-14,19.679409248107625,14.449751097127512,24.9536965103165
2005-08-15,19.59433730825954,14.39733022735868,24.96259237229139
2005-08-16,19.69073032708431,14.554307496228997,24.762766717844062
2005-08-17,19.70653041259189,14.666124742174855,24.98053658643089
2005-08-18,19.60347339183692,14.414545731218807,24.5944580401755
2005-08-19,19.33746743413816,14.040378966826209,24.525808415110713
2005-08-20,19.105489282824493,13.719667977173598,23.816101795288322
2005-08-21,18.949095563293874,13.67688639850728,24.208517276034346
2005-08-22,18.834360070288156,13.76021962918905,24.056196713289516
2005-08-23,18.90607314007805,13.916370626752357,23.964209372928334
2005-08-24,18.902105885401348,13.804105014070158,24.180212460676717
2005-08-25,18.78398331791421,13.649308196032287,23.69831589658533
2005-08-26,18.507271809333595,13.139423797864287,23.714608813068914
2005-08-27,18.268488007016366,13.016212008144926,22.92038295954931
2005-08-28,18.108626231056316,12.958177917175812,23.36230553114922
2005-08-29,17.993114715572986,12.920751373190681,23.335524949042455
2005-08-30,18.066036177821196,12.926913662077624,23.013528593698616
2005-08-31,18.06451480894718,12.89885184923733,23.12106801536424
2005-09-01,17.949312986986854,12.866641181869431,22.990502908121936
2005-09-02,17.675242421751136,12.48220306354055,22.8528615185147
2005-09-03,17.43809611166308,11.956531385455305,22.45687368307123
2005-09-04,17.2781974325814,12.079366408459304,22.306734180606107
2005-09-05,17.160376064705385,12.17381646558431,22.280945177768952
2005-09-06,17.22820565508337,12.081549940347132,22.163022645023062
2005-09-07,17.21840481166502,11.761432064936594,22.360751166436938
2005-09-08,17.091444334628022,11.826186141160207,22.164438438213807
